,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
4038,4038,0.0,0.6554,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team","[(268, 1)]"
4039,4039,0.0,0.6666,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team","[(2989, 1)]"
4040,4040,1.0,0.7764,"yeticycle, ridedriven, racebre, ride, trail, shock, rideshimano, bike, chriskingbuzz, photo","[(20, 1), (844, 1)]"
4041,4041,1.0,0.8271,"yeticycle, ridedriven, racebre, ride, trail, shock, rideshimano, bike, chriskingbuzz, photo","[(228, 1), (272, 1), (339, 1)]"
4042,4042,1.0,0.6661,"yeticycle, ridedriven, racebre, ride, trail, shock, rideshimano, bike, chriskingbuzz, photo","[(3283, 1)]"
4043,4043,0.0,0.3333,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team",[]
4044,4044,1.0,0.7764,"yeticycle, ridedriven, racebre, ride, trail, shock, rideshimano, bike, chriskingbuzz, photo","[(20, 1), (844, 1)]"
4045,4045,2.0,0.8212,"link, bio, full, rampage, watch, race, team, bike, dtswiss, day","[(245, 1), (637, 1), (897, 1)]"
4046,4046,1.0,0.6604,"yeticycle, ridedriven, racebre, ride, trail, shock, rideshimano, bike, chriskingbuzz, photo","[(419, 1)]"
4047,4047,1.0,0.7764,"yeticycle, ridedriven, racebre, ride, trail, shock, rideshimano, bike, chriskingbuzz, photo","[(20, 1), (844, 1)]"
4048,4048,2.0,0.9296,"link, bio, full, rampage, watch, race, team, bike, dtswiss, day","[(33, 1), (37, 1), (269, 2), (483, 1), (612, 1), (3684, 1), (3781, 1), (4188, 1)]"
4049,4049,2.0,0.9193,"link, bio, full, rampage, watch, race, team, bike, dtswiss, day","[(105, 1), (400, 1), (547, 1), (1123, 1), (1362, 1), (1625, 1), (3319, 1), (4192, 1)]"
4050,4050,0.0,0.3333,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team",[]
4051,4051,1.0,0.7764,"yeticycle, ridedriven, racebre, ride, trail, shock, rideshimano, bike, chriskingbuzz, photo","[(20, 1), (844, 1)]"
4052,4052,0.0,0.8454,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team","[(400, 1), (791, 1), (1070, 1), (2791, 1)]"
4053,4053,1.0,0.7764,"yeticycle, ridedriven, racebre, ride, trail, shock, rideshimano, bike, chriskingbuzz, photo","[(20, 1), (844, 1)]"
4054,4054,1.0,0.8835,"yeticycle, ridedriven, racebre, ride, trail, shock, rideshimano, bike, chriskingbuzz, photo","[(266, 1), (326, 1), (1354, 1), (2362, 1), (3271, 1)]"
4055,4055,0.0,0.3333,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team",[]
4056,4056,1.0,0.7764,"yeticycle, ridedriven, racebre, ride, trail, shock, rideshimano, bike, chriskingbuzz, photo","[(20, 1), (844, 1)]"
4057,4057,2.0,0.912,"link, bio, full, rampage, watch, race, team, bike, dtswiss, day","[(204, 1), (273, 1), (380, 1), (839, 1), (931, 1), (966, 1), (1234, 1)]"
4058,4058,0.0,0.6755,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team","[(305, 2), (452, 1), (508, 1), (707, 1), (822, 1), (1067, 1), (1505, 1), (1625, 1), (3616, 1), (3922, 1), (4181, 1)]"
4059,4059,0.0,0.8273,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team","[(379, 1), (448, 1), (1362, 1)]"
4060,4060,0.0,0.3333,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team",[]
4061,4061,0.0,0.3333,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team",[]
4062,4062,0.0,0.6186,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team","[(2045, 1)]"
4063,4063,0.0,0.6102,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team","[(139, 1), (198, 1), (266, 1), (272, 1), (625, 1), (645, 1), (849, 1), (855, 1), (1228, 1), (3179, 1), (4193, 1)]"
4064,4064,1.0,0.6505,"yeticycle, ridedriven, racebre, ride, trail, shock, rideshimano, bike, chriskingbuzz, photo","[(28, 1), (69, 1), (106, 1), (107, 1), (111, 1), (122, 1), (255, 1), (347, 1), (379, 1), (395, 1), (422, 1), (545, 1), (607, 1), (625, 1), (707, 1), (865, 1), (903, 1), (1092, 1), (2099, 1), (2429, 1), (3794, 1), (4194, 1), (4195, 1), (4196, 1)]"
4065,4065,2.0,0.8516,"link, bio, full, rampage, watch, race, team, bike, dtswiss, day","[(2, 1), (17, 1), (545, 1), (711, 1), (1449, 1)]"
4066,4066,2.0,0.6524,"link, bio, full, rampage, watch, race, team, bike, dtswiss, day","[(4197, 1)]"
4067,4067,1.0,0.7764,"yeticycle, ridedriven, racebre, ride, trail, shock, rideshimano, bike, chriskingbuzz, photo","[(20, 1), (844, 1)]"
4068,4068,2.0,0.8076,"link, bio, full, rampage, watch, race, team, bike, dtswiss, day","[(37, 1), (98, 1), (2234, 1)]"
4069,4069,0.0,0.3333,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team",[]
4070,4070,1.0,0.7764,"yeticycle, ridedriven, racebre, ride, trail, shock, rideshimano, bike, chriskingbuzz, photo","[(20, 1), (844, 1)]"
4071,4071,2.0,0.5227,"link, bio, full, rampage, watch, race, team, bike, dtswiss, day","[(2, 1), (122, 1), (218, 1), (260, 1), (322, 1), (324, 1), (354, 1), (362, 1), (645, 1), (764, 1), (1001, 1), (1156, 1), (1264, 1), (1677, 1), (2571, 1), (2749, 1), (3470, 1), (4198, 1), (4199, 1)]"
4072,4072,2.0,0.9434,"link, bio, full, rampage, watch, race, team, bike, dtswiss, day","[(23, 1), (105, 1), (226, 1), (299, 1), (324, 1), (422, 1), (434, 1), (510, 1), (578, 1), (961, 1), (1505, 1), (3616, 1), (4157, 1)]"
4073,4073,2.0,0.8874,"link, bio, full, rampage, watch, race, team, bike, dtswiss, day","[(2, 1), (434, 1), (711, 1), (1449, 1), (4200, 1)]"
4074,4074,2.0,0.6662,"link, bio, full, rampage, watch, race, team, bike, dtswiss, day","[(2013, 1)]"
4075,4075,0.0,0.6183,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team","[(2045, 1)]"
4076,4076,0.0,0.8835,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team","[(33, 1), (37, 1), (105, 1), (379, 1), (415, 1), (2511, 1)]"
4077,4077,0.0,0.9049,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team","[(38, 1), (105, 1), (305, 1), (585, 1), (684, 1), (1123, 1), (1722, 1)]"
4078,4078,0.0,0.3333,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team",[]
4079,4079,0.0,0.6187,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team","[(2045, 1)]"
4080,4080,0.0,0.792,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team","[(33, 1), (37, 3), (63, 1), (221, 1), (268, 1), (287, 2), (508, 1), (536, 1), (1064, 1), (1744, 1), (3364, 1), (3524, 1), (4201, 1), (4202, 1), (4203, 1)]"
4081,4081,0.0,0.8803,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team","[(37, 2), (63, 1), (111, 1), (152, 1), (153, 1), (169, 1), (305, 1), (1220, 1), (1505, 1), (3965, 1)]"
4082,4082,0.0,0.5814,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team","[(37, 1), (110, 1), (410, 1), (2511, 1)]"
4083,4083,0.0,0.7403,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team","[(400, 1), (1123, 1)]"
4084,4084,0.0,0.8618,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team","[(268, 1), (3889, 1), (4188, 1), (4204, 1)]"
4085,4085,2.0,0.653,"link, bio, full, rampage, watch, race, team, bike, dtswiss, day","[(4205, 1)]"
4086,4086,1.0,0.8627,"yeticycle, ridedriven, racebre, ride, trail, shock, rideshimano, bike, chriskingbuzz, photo","[(20, 1), (844, 1), (1022, 1), (2045, 1)]"
4087,4087,0.0,0.3333,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team",[]
4088,4088,1.0,0.666,"yeticycle, ridedriven, racebre, ride, trail, shock, rideshimano, bike, chriskingbuzz, photo","[(2860, 1)]"
4089,4089,0.0,0.3333,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team",[]
4090,4090,1.0,0.6663,"yeticycle, ridedriven, racebre, ride, trail, shock, rideshimano, bike, chriskingbuzz, photo","[(3315, 1)]"
4091,4091,2.0,0.6664,"link, bio, full, rampage, watch, race, team, bike, dtswiss, day","[(2925, 1)]"
4092,4092,2.0,0.6656,"link, bio, full, rampage, watch, race, team, bike, dtswiss, day","[(2727, 1)]"
4093,4093,1.0,0.6666,"yeticycle, ridedriven, racebre, ride, trail, shock, rideshimano, bike, chriskingbuzz, photo","[(3662, 1)]"
4094,4094,1.0,0.6665,"yeticycle, ridedriven, racebre, ride, trail, shock, rideshimano, bike, chriskingbuzz, photo","[(3529, 1)]"
4095,4095,0.0,0.6632,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team","[(2826, 1)]"
4096,4096,0.0,0.3333,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team",[]
4097,4097,0.0,0.3333,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team",[]
4098,4098,2.0,0.6661,"link, bio, full, rampage, watch, race, team, bike, dtswiss, day","[(3896, 1)]"
4099,4099,1.0,0.6657,"yeticycle, ridedriven, racebre, ride, trail, shock, rideshimano, bike, chriskingbuzz, photo","[(2924, 1)]"
4100,4100,2.0,0.6666,"link, bio, full, rampage, watch, race, team, bike, dtswiss, day","[(2902, 1)]"
4101,4101,1.0,0.6666,"yeticycle, ridedriven, racebre, ride, trail, shock, rideshimano, bike, chriskingbuzz, photo","[(3667, 1)]"
4102,4102,2.0,0.666,"link, bio, full, rampage, watch, race, team, bike, dtswiss, day","[(501, 1)]"
4103,4103,2.0,0.9153,"link, bio, full, rampage, watch, race, team, bike, dtswiss, day","[(2, 2), (324, 2), (481, 1), (818, 1), (2019, 1), (4206, 1)]"
4104,4104,0.0,0.5321,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team","[(92, 1), (213, 1), (266, 1), (396, 1), (846, 1), (1410, 1), (1575, 1), (3431, 1), (3934, 1), (3939, 1), (4045, 1), (4207, 1)]"
4105,4105,0.0,0.3333,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team",[]
4106,4106,1.0,0.8627,"yeticycle, ridedriven, racebre, ride, trail, shock, rideshimano, bike, chriskingbuzz, photo","[(20, 1), (844, 1), (1022, 1), (2045, 1)]"
4107,4107,2.0,0.6758,"link, bio, full, rampage, watch, race, team, bike, dtswiss, day","[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
4108,4108,1.0,0.9423,"yeticycle, ridedriven, racebre, ride, trail, shock, rideshimano, bike, chriskingbuzz, photo","[(0, 1), (7, 1), (9, 1), (12, 1), (13, 1), (14, 1), (15, 1), (16, 1), (17, 1), (18, 1), (19, 1), (20, 1), (21, 1)]"
4109,4109,1.0,0.7778,"yeticycle, ridedriven, racebre, ride, trail, shock, rideshimano, bike, chriskingbuzz, photo","[(16, 2), (20, 1), (22, 1), (23, 1), (24, 1), (25, 1), (26, 1), (27, 1), (28, 1), (29, 1), (30, 1), (31, 1), (32, 1), (33, 1), (34, 1), (35, 1), (36, 1), (37, 1), (38, 1), (39, 1)]"
4110,4110,2.0,0.8923,"link, bio, full, rampage, watch, race, team, bike, dtswiss, day","[(17, 1), (40, 1), (41, 1), (42, 1), (43, 1), (44, 1), (45, 1)]"
4111,4111,1.0,0.8617,"yeticycle, ridedriven, racebre, ride, trail, shock, rideshimano, bike, chriskingbuzz, photo","[(46, 1), (47, 1), (48, 1), (49, 1)]"
4112,4112,1.0,0.9551,"yeticycle, ridedriven, racebre, ride, trail, shock, rideshimano, bike, chriskingbuzz, photo","[(50, 1), (51, 1), (52, 1), (53, 1), (54, 1), (55, 1), (56, 1), (57, 1), (58, 1), (59, 2), (60, 1), (61, 1), (62, 1), (63, 1), (64, 1), (65, 1), (66, 1), (67, 1), (68, 1), (69, 2), (70, 1), (71, 1)]"
4113,4113,1.0,0.9131,"yeticycle, ridedriven, racebre, ride, trail, shock, rideshimano, bike, chriskingbuzz, photo","[(20, 1), (69, 1), (72, 1), (73, 1), (74, 1), (75, 1), (76, 1), (77, 1)]"
4114,4114,0.0,0.7372,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team","[(20, 1), (77, 1), (78, 1), (79, 1), (80, 1), (81, 1), (82, 1), (83, 1), (84, 1)]"
4115,4115,1.0,0.5269,"yeticycle, ridedriven, racebre, ride, trail, shock, rideshimano, bike, chriskingbuzz, photo","[(20, 1), (72, 1), (85, 1), (86, 1), (87, 1), (88, 1), (89, 1), (90, 1), (91, 1), (92, 1), (93, 1), (94, 1), (95, 1), (96, 1), (97, 1), (98, 2), (99, 1), (100, 1)]"
4116,4116,0.0,0.9194,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team","[(20, 1), (38, 1), (101, 1), (102, 1), (103, 1), (104, 1), (105, 1), (106, 1), (107, 1), (108, 1), (109, 1), (110, 1), (111, 1), (112, 1), (113, 1), (114, 1)]"
4117,4117,0.0,0.4914,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team","[(111, 1), (113, 1), (114, 1), (115, 1), (116, 1), (117, 1), (118, 1), (119, 1)]"
4118,4118,0.0,0.6126,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team","[(0, 1), (9, 1), (21, 1), (37, 1), (61, 1), (69, 2), (77, 2), (82, 1), (111, 2), (120, 2), (121, 1), (122, 2), (123, 2), (124, 1), (125, 1), (126, 1), (127, 1), (128, 1), (129, 1), (130, 1), (131, 1), (132, 1), (133, 1), (134, 1), (135, 1), (136, 1), (137, 1), (138, 1), (139, 1), (140, 1), (141, 1), (142, 1), (143, 1), (144, 1), (145, 1), (146, 1), (147, 1), (148, 1), (149, 2), (150, 1), (151, 1), (152, 1), (153, 1), (154, 1), (155, 1), (156, 1), (157, 1), (158, 1), (159, 2), (160, 2), (161, 1), (162, 1), (163, 1), (164, 1), (165, 1), (166, 1), (167, 2), (168, 1), (169, 1), (170, 1), (171, 1), (172, 1), (173, 1), (174, 1), (175, 1), (176, 1), (177, 3), (178, 1), (179, 1), (180, 1), (181, 1), (182, 1), (183, 1), (184, 1), (185, 1), (186, 1), (187, 1), (188, 1), (189, 1), (190, 1), (191, 1), (192, 1), (193, 1), (194, 1), (195, 1)]"
4119,4119,2.0,0.6559,"link, bio, full, rampage, watch, race, team, bike, dtswiss, day","[(9, 1), (77, 2), (160, 1), (196, 1), (197, 1), (198, 1), (199, 1)]"
4120,4120,0.0,0.9527,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team","[(33, 1), (37, 1), (69, 1), (89, 1), (100, 1), (169, 1), (197, 1), (200, 1), (201, 1), (202, 1), (203, 1), (204, 1), (205, 1), (206, 1)]"
4121,4121,0.0,0.7965,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team","[(20, 1), (89, 1), (99, 1), (100, 1), (111, 1), (200, 1), (207, 1), (208, 1), (209, 1), (210, 1), (211, 1), (212, 1), (213, 1), (214, 1), (215, 1), (216, 1)]"
4122,4122,0.0,0.7474,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team","[(17, 1), (20, 1), (21, 1), (96, 1), (99, 1), (100, 2), (111, 1), (113, 1), (179, 1), (200, 1), (202, 1), (205, 1), (208, 1), (210, 1), (211, 1), (213, 1), (216, 1), (217, 1), (218, 1), (219, 1), (220, 1), (221, 1), (222, 1), (223, 1), (224, 1), (225, 1), (226, 1), (227, 1)]"
4123,4123,1.0,0.7861,"yeticycle, ridedriven, racebre, ride, trail, shock, rideshimano, bike, chriskingbuzz, photo","[(4, 1), (17, 1), (18, 1), (20, 1), (21, 1), (37, 1), (87, 1), (100, 1), (169, 2), (212, 1), (227, 1), (228, 1), (229, 1), (230, 1), (231, 1), (232, 1), (233, 1)]"
4124,4124,0.0,0.8711,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team","[(20, 1), (111, 1), (122, 1), (197, 1), (218, 1), (231, 1), (234, 1), (235, 1), (236, 2), (237, 1), (238, 1), (239, 1), (240, 1), (241, 1), (242, 1), (243, 1), (244, 1), (245, 1)]"
4125,4125,0.0,0.6086,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team","[(20, 1), (53, 1), (59, 1), (63, 2), (71, 1), (122, 1), (123, 1), (246, 1), (247, 1), (248, 1), (249, 1), (250, 1), (251, 1), (252, 1), (253, 1), (254, 1), (255, 1), (256, 1), (257, 1), (258, 1), (259, 1), (260, 1), (261, 1), (262, 1), (263, 1)]"
4126,4126,2.0,0.962,"link, bio, full, rampage, watch, race, team, bike, dtswiss, day","[(37, 1), (41, 1), (72, 1), (105, 2), (113, 1), (169, 1), (251, 1), (264, 1), (265, 1), (266, 1), (267, 1), (268, 1), (269, 2), (270, 1), (271, 1), (272, 1), (273, 1), (274, 1)]"
4127,4127,2.0,0.8331,"link, bio, full, rampage, watch, race, team, bike, dtswiss, day","[(83, 1), (275, 1), (276, 1), (277, 1)]"
4128,4128,1.0,0.7997,"yeticycle, ridedriven, racebre, ride, trail, shock, rideshimano, bike, chriskingbuzz, photo","[(16, 1), (20, 1), (43, 1), (82, 1), (111, 1), (116, 1), (197, 1), (278, 1), (279, 1), (280, 1), (281, 1), (282, 1), (283, 1), (284, 1)]"
4129,4129,1.0,0.9306,"yeticycle, ridedriven, racebre, ride, trail, shock, rideshimano, bike, chriskingbuzz, photo","[(20, 2), (113, 1), (137, 1), (161, 1), (180, 1), (218, 1), (231, 1), (239, 1), (267, 1), (285, 1), (286, 1), (287, 1), (288, 1), (289, 1), (290, 1), (291, 1), (292, 1), (293, 1), (294, 1), (295, 1), (296, 1)]"
4130,4130,1.0,0.9071,"yeticycle, ridedriven, racebre, ride, trail, shock, rideshimano, bike, chriskingbuzz, photo","[(20, 1), (83, 1), (113, 1), (122, 1), (214, 1), (297, 1), (298, 1), (299, 1)]"
4131,4131,0.0,0.5949,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team","[(3, 1), (9, 2), (17, 2), (20, 1), (114, 1), (119, 1), (227, 1), (229, 1), (283, 1), (300, 1), (301, 1), (302, 1), (303, 1), (304, 1), (305, 1)]"
4132,4132,1.0,0.9471,"yeticycle, ridedriven, racebre, ride, trail, shock, rideshimano, bike, chriskingbuzz, photo","[(20, 2), (37, 1), (50, 1), (169, 1), (239, 1), (294, 1), (306, 1), (307, 1), (308, 1), (309, 1), (310, 1), (311, 1)]"
4133,4133,1.0,0.9347,"yeticycle, ridedriven, racebre, ride, trail, shock, rideshimano, bike, chriskingbuzz, photo","[(17, 1), (20, 1), (49, 1), (111, 1), (218, 1), (239, 1), (242, 1), (312, 1), (313, 1), (314, 1), (315, 1)]"
4134,4134,2.0,0.8585,"link, bio, full, rampage, watch, race, team, bike, dtswiss, day","[(72, 1), (75, 1), (98, 1), (111, 1), (122, 1), (218, 1), (290, 1), (293, 1), (316, 1), (317, 1), (318, 1), (319, 1), (320, 1), (321, 1), (322, 1), (323, 1), (324, 1), (325, 1), (326, 1), (327, 1), (328, 1), (329, 1), (330, 1), (331, 1), (332, 1), (333, 1), (334, 1)]"
4135,4135,1.0,0.8857,"yeticycle, ridedriven, racebre, ride, trail, shock, rideshimano, bike, chriskingbuzz, photo","[(20, 1), (49, 1), (69, 1), (72, 1), (106, 1), (110, 1), (111, 2), (114, 1), (117, 1), (122, 2), (139, 1), (198, 1), (211, 1), (220, 1), (227, 2), (283, 1), (335, 1), (336, 1), (337, 1), (338, 1), (339, 1), (340, 1), (341, 1), (342, 1), (343, 1), (344, 1), (345, 1), (346, 1), (347, 1), (348, 1), (349, 1), (350, 1), (351, 1)]"
4136,4136,1.0,0.9835,"yeticycle, ridedriven, racebre, ride, trail, shock, rideshimano, bike, chriskingbuzz, photo","[(63, 1), (69, 1), (74, 1), (82, 1), (111, 2), (122, 1), (126, 1), (137, 1), (149, 1), (197, 1), (218, 1), (283, 1), (311, 1), (332, 1), (350, 1), (352, 1), (353, 1), (354, 1), (355, 1), (356, 1), (357, 1), (358, 1), (359, 1), (360, 1), (361, 1), (362, 1), (363, 1), (364, 1), (365, 1), (366, 1), (367, 1), (368, 1), (369, 1), (370, 1), (371, 1), (372, 1), (373, 1), (374, 1), (375, 1), (376, 1), (377, 1), (378, 1), (379, 1), (380, 1), (381, 1), (382, 1)]"
4137,4137,1.0,0.503,"yeticycle, ridedriven, racebre, ride, trail, shock, rideshimano, bike, chriskingbuzz, photo","[(2, 1), (9, 1), (20, 1), (383, 1)]"
4138,4138,0.0,0.7275,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team","[(20, 1), (38, 1), (63, 1), (69, 1), (72, 1), (111, 2), (220, 1), (231, 1), (305, 2), (368, 1), (384, 1), (385, 1), (386, 1), (387, 1), (388, 1), (389, 1), (390, 1)]"
4139,4139,1.0,0.8833,"yeticycle, ridedriven, racebre, ride, trail, shock, rideshimano, bike, chriskingbuzz, photo","[(69, 1), (105, 1), (111, 1), (218, 1), (281, 1), (391, 1), (392, 1), (393, 1), (394, 1)]"
4140,4140,0.0,0.3333,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team",[]
4141,4141,1.0,0.9237,"yeticycle, ridedriven, racebre, ride, trail, shock, rideshimano, bike, chriskingbuzz, photo","[(17, 1), (305, 1), (382, 1), (395, 1), (396, 1), (397, 1), (398, 1), (399, 1), (400, 1), (401, 1)]"
4142,4142,1.0,0.8707,"yeticycle, ridedriven, racebre, ride, trail, shock, rideshimano, bike, chriskingbuzz, photo","[(20, 1), (397, 1), (400, 1), (402, 1), (403, 1)]"
4143,4143,1.0,0.9458,"yeticycle, ridedriven, racebre, ride, trail, shock, rideshimano, bike, chriskingbuzz, photo","[(50, 1), (53, 1), (62, 1), (69, 1), (178, 1), (187, 1), (239, 1), (281, 1), (306, 1), (404, 1), (405, 1), (406, 1), (407, 1), (408, 1)]"
4144,4144,0.0,0.9407,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team","[(122, 1), (123, 1), (154, 1), (254, 2), (299, 1), (409, 1), (410, 1), (411, 1), (412, 1), (413, 1), (414, 1)]"
4145,4145,0.0,0.652,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team","[(199, 1)]"
4146,4146,1.0,0.6342,"yeticycle, ridedriven, racebre, ride, trail, shock, rideshimano, bike, chriskingbuzz, photo","[(17, 1), (20, 1), (113, 1), (214, 1)]"
4147,4147,1.0,0.7105,"yeticycle, ridedriven, racebre, ride, trail, shock, rideshimano, bike, chriskingbuzz, photo","[(20, 1), (33, 2), (83, 1), (198, 1), (218, 1), (226, 1), (282, 1), (400, 1), (415, 1), (416, 1), (417, 1), (418, 1), (419, 1), (420, 1), (421, 1), (422, 1)]"
4148,4148,1.0,0.5194,"yeticycle, ridedriven, racebre, ride, trail, shock, rideshimano, bike, chriskingbuzz, photo","[(11, 1), (21, 1), (52, 1), (53, 1), (122, 3), (187, 1), (199, 1), (239, 1), (260, 1), (281, 1), (343, 1), (407, 1), (423, 1), (424, 1), (425, 2), (426, 1), (427, 1), (428, 1), (429, 1), (430, 1), (431, 1), (432, 1), (433, 1), (434, 1)]"
4149,4149,0.0,0.7161,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team","[(17, 1), (82, 1), (111, 1), (122, 1), (218, 1), (241, 1), (267, 1), (324, 1), (348, 1), (416, 1), (422, 1), (435, 1), (436, 1), (437, 1), (438, 1), (439, 1)]"
4150,4150,0.0,0.8408,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team","[(0, 2), (2, 1), (4, 2), (10, 1), (17, 4), (20, 2), (21, 1), (23, 1), (35, 1), (37, 1), (53, 1), (54, 1), (69, 2), (72, 1), (79, 1), (82, 1), (83, 3), (89, 2), (122, 3), (126, 1), (133, 3), (150, 1), (154, 1), (157, 1), (161, 1), (167, 1), (169, 1), (187, 1), (197, 1), (198, 1), (199, 1), (204, 1), (206, 1), (210, 1), (211, 1), (220, 1), (223, 1), (226, 1), (227, 1), (229, 1), (232, 1), (239, 2), (241, 1), (251, 1), (258, 1), (269, 1), (276, 1), (283, 1), (286, 1), (300, 1), (304, 1), (332, 1), (350, 1), (351, 1), (380, 1), (394, 1), (400, 1), (415, 2), (416, 1), (419, 1), (422, 1), (427, 1), (430, 1), (440, 2), (441, 1), (442, 1), (443, 1), (444, 1), (445, 1), (446, 1), (447, 1), (448, 1), (449, 1), (450, 1), (451, 1), (452, 1), (453, 1), (454, 2), (455, 1), (456, 1), (457, 2), (458, 1), (459, 1), (460, 1), (461, 1), (462, 3), (463, 2), (464, 1), (465, 1), (466, 1), (467, 1), (468, 1), (469, 1), (470, 1), (471, 1), (472, 1), (473, 1), (474, 1), (475, 1), (476, 1), (477, 1), (478, 1), (479, 1), (480, 1), (481, 1), (482, 1), (483, 1), (484, 1), (485, 1), (486, 1), (487, 1), (488, 1), (489, 1), (490, 1), (491, 1), (492, 1), (493, 1), (494, 2), (495, 1), (496, 1), (497, 1), (498, 1), (499, 1), (500, 1), (501, 1), (502, 2), (503, 1), (504, 1), (505, 1)]"
4151,4151,0.0,0.8568,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team","[(42, 1), (60, 1), (67, 1), (74, 1), (83, 1), (111, 1), (133, 1), (220, 1), (312, 1), (492, 1), (506, 1), (507, 1)]"
4152,4152,0.0,0.5757,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team","[(1, 1), (20, 1), (61, 1), (111, 1), (239, 1), (296, 1), (351, 1), (508, 1), (509, 1), (510, 1)]"
4153,4153,0.0,0.9796,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team","[(0, 1), (20, 1), (82, 1), (122, 1), (123, 1), (126, 1), (252, 1), (283, 1), (317, 1), (459, 1), (511, 1), (512, 3), (513, 1), (514, 1), (515, 1), (516, 1), (517, 1), (518, 3), (519, 1), (520, 1), (521, 1), (522, 1), (523, 1), (524, 1), (525, 1), (526, 1), (527, 1), (528, 1), (529, 1), (530, 1), (531, 1)]"
4154,4154,0.0,0.9637,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team","[(20, 1), (33, 1), (60, 1), (91, 1), (100, 1), (113, 1), (118, 1), (198, 1), (204, 1), (211, 1), (213, 1), (269, 1), (283, 1), (324, 1), (532, 1), (533, 1), (534, 1), (535, 1), (536, 1), (537, 1), (538, 1)]"
4155,4155,0.0,0.9624,"richie_rude, first, stage, race, morethanmyth, day, second, year, raceface, team","[(20, 1), (33, 1), (37, 1), (78, 1), (91, 1), (100, 1), (118, 1), (213, 1), (241, 1), (251, 1), (269, 1), (350, 1), (351, 1), (422, 1), (435, 1), (534, 1), (536, 1), (539, 1), (540, 1), (541, 1), (542, 1), (543, 1)]"
4156,4156,1.0,0.7959,"yeticycle, ridedriven, racebre, ride, trail, shock, rideshimano, bike, chriskingbuzz, photo","[(111, 1), (167, 1), (276, 1), (286, 1), (347, 1), (348, 1), (383, 1), (397, 1), (415, 1), (422, 1), (440, 1), (468, 1), (483, 1), (487, 1), (495, 1), (503, 1), (544, 1), (545, 1), (546, 1), (547, 1), (548, 1), (549, 1), (550, 1), (551, 1), (552, 1)]"
